bin_count,bin_freq,bin_range,x_value,bin_number
0.0,0.0,"(-5.0, -4.5]",-5.0,0
0.0,0.0,"(-4.5, -4.0]",-4.5,1
0.0,0.0,"(-4.0, -3.5]",-4.0,2
0.0,0.0,"(-3.5, -3.0]",-3.5,3
0.0,0.0,"(-3.0, -2.5]",-3.0,4
0.0,0.0,"(-2.5, -2.0]",-2.5,5
0.0,0.0,"(-2.0, -1.5]",-2.0,6
0.0,0.0,"(-1.5, -1.0]",-1.5,7
0.0,0.0,"(-1.0, -0.5]",-1.0,8
0.0,0.0,"(-0.5, 0.0005]",-0.5,9
0.0,0.0,"(0.0005, 0.501]",0.0005,10
0.0,0.0,"(0.501, 1.001]",0.501,11
0.0,0.0,"(1.001, 1.501]",1.001,12
0.0,0.0,"(1.501, 2.001]",1.501,13
0.0,0.0,"(2.001, 2.501]",2.001,14
0.0,0.0,"(2.501, 3.001]",2.501,15
0.0,0.0,"(3.001, 3.501]",3.001,16
0.0,0.0,"(3.501, 4.001]",3.501,17
0.0,0.0,"(4.001, 4.501]",4.001,18
0.0,0.0,"(4.501, 5.001]",4.501,19
